03/04/03	7355	7393	7293	651732
04/04/03	7302	7365	7256	962878
07/04/03	7504	7509	7302	864492
08/04/03	7380	7504	7361	506052
09/04/03	7287	7380	7265	488545
10/04/03	7163	7287	7163	392629
11/04/03	7228	7305	7146	684980
14/04/03	7283	7301	7223	446543
15/04/03	7249	7369	7228	763206
16/04/03	7238	7304	7181	674854
17/04/03	7171	7242	7156	520515
22/04/03	7158	7185	7141	429346
23/04/03	7164	7222	7157	648447
24/04/03	6898	7164	6876	993527
25/04/03	6764	6898	6764	883341
29/04/03	6793	6873	6764	912794
30/04/03	6924	6946	6726	730331
02/05/03	7072	7100	6924	1081529
05/05/03	7055	7201	7055	441553
06/05/03	7130	7164	7002	543632
07/05/03	7083	7155	7064	679716
08/05/03	6955	7083	6921	794494
09/05/03	6986	7008	6936	596445
12/05/03	7216	7239	6986	547407
13/05/03	7288	7311	7216	703051
14/05/03	7438	7450	7280	930829
15/05/03	7652	7652	7438	892881
16/05/03	7558	7714	7558	690996
19/05/03	7604	7625	7466	694689
20/05/03	7505	7704	7478	544537
21/05/03	7505	7508	7382	827919
22/05/03	7565	7628	7505	659936
23/05/03	7653	7686	7537	645064
26/05/03	7748	7763	7645	295546
27/05/03	7809	7815	7733	694684
28/05/03	7966	8058	7809	977432
29/05/03	7878	8013	7878	630969
30/05/03	7940	7995	7814	1038386
02/06/03	8044	8097	7940	816860
03/06/03	7981	8054	7956	617587
04/06/03	8107	8121	7979	799136
05/06/03	8080	8190	8042	699375
06/06/03	8222	8308	8073	713948
09/06/03	8075	8222	8039	501596
10/06/03	8125	8149	8059	1022896
11/06/03	8077	8144	8038	1014878
12/06/03	8028	8173	8023	1160172
13/06/03	8054	8066	8009	693217
17/06/03	8184	8210	8054	785666
18/06/03	8211	8228	8150	1822713
19/06/03	8248	8339	8211	1615874
20/06/03	8192	8280	8176	567218
23/06/03	8092	8199	8092	686922
24/06/03	7895	8092	7886	1137241
25/06/03	7792	7904	7787	896921
26/06/03	7709	7834	7704	1047305
27/06/03	7677	7710	7593	811379
30/06/03	7681	7749	7566	451905
01/07/03	7625	7696	7594	594275
02/07/03	7713	7716	7609	626076
03/07/03	7893	7893	7713	1094313
04/07/03	7807	7924	7802	565990
07/07/03	7829	7829	7752	492315
08/07/03	8067	8067	7829	850627
09/07/03	7932	8067	7918	415082
10/07/03	7862	7934	7809	577275
11/07/03	7950	7950	7862	474451
14/07/03	8169	8169	7931	637240
15/07/03	8085	8196	8085	910880
16/07/03	8064	8139	8053	716295
17/07/03	7914	8067	7913	886951
18/07/03	7890	7957	7866	512727
