03/04/2003	5380	5457	5380
04/04/2003	5380	5471	5380
07/04/2003	5571	5571	5428
08/04/2003	5440	5485	5419
09/04/2003	5455	5506	5351
10/04/2003	5354	5458	5323
11/04/2003	5410	5445	5297
14/04/2003	5298	5420	5261
15/04/2003	5430	5548	5407
16/04/2003	5529	5549	5448
17/04/2003	5454	5550	5437
21/04/2003	5542	5545	5477
22/04/2003	5448	5600	5440
23/04/2003	5540	5598	5540
24/04/2003	5598	5598	5478
25/04/2003	5511	5548	5426
28/04/2003	5500	5641	5450
29/04/2003	5609	5702	5604
30/04/2003	5751	5751	5589
01/05/2003	5632	5632	5513
02/05/2003	5515	5641	5514
05/05/2003	5615	5615	5550
06/05/2003	5558	5624	5555
07/05/2003	5591	5596	5498
08/05/2003	5463	5545	5463
09/05/2003	5545	5581	5445
12/05/2003	5571	5695	5543
13/05/2003	5576	5632	5548
14/05/2003	5588	5598	5390
15/05/2003	5385	5439	5343
16/05/2003	5310	5405	5292
19/05/2003	5264	5350	5221
20/05/2003	5248	5325	5248
21/05/2003	5280	5320	5257
22/05/2003	5265	5324	5258
23/05/2003	5275	5275	5200
27/05/2003	5200	5260	5163
28/05/2003	5260	5380	5260
29/05/2003	5335	5394	5256
30/05/2003	5271	5352	5257
02/06/2003	5296	5344	5240
03/06/2003	5267	5285	5212
04/06/2003	5297	5399	5297
05/06/2003	5310	5526	5310
06/06/2003	5496	5531	5362
09/06/2003	5395	5426	5360
10/06/2003	5440	5490	5430
11/06/2003	5476	5539	5349
12/06/2003	5558	5559	5446
13/06/2003	5501	5519	5396
16/06/2003	5447	5525	5420
17/06/2003	5439	5538	5439
18/06/2003	5485	5524	5462
19/06/2003	5525	5534	5432
20/06/2003	5475	5481	5380
23/06/2003	5405	5420	5267
24/06/2003	5400	5498	5395
25/06/2003	5475	5536	5409
26/06/2003	5380	5440	5380
27/06/2003	5450	5477	5351
30/06/2003	5400	5457	5367
01/07/2003	5350	5449	5300
02/07/2003	5476	5575	5476
03/07/2003	5550	5615	5495
07/07/2003	5560	5666	5554
08/07/2003	5650	5677	5625
09/07/2003	5670	5670	5566
10/07/2003	5523	5599	5472
11/07/2003	5575	5702	5547
14/07/2003	5730	5770	5588
15/07/2003	5708	5770	5694
16/07/2003	5723	5750	5634
17/07/2003	5660	5708	5571
18/07/2003	5640	5707	5596
21/07/2003	5685	5696	5573
22/07/2003	5605	5712	5603
23/07/2003	5692	5698	5597
24/07/2003	5700	5700	5560
25/07/2003	5552	5629	5500
28/07/2003	5619	5646	5550
29/07/2003	5616	5628	5525
30/07/2003	5575	5602	5537
31/07/2003	5625	5725	5591
01/08/2003	5572	5600	5520
04/08/2003	5478	5610	5478
05/08/2003	5540	5595	5524
06/08/2003	5501	5624	5501
07/08/2003	5648	5750	5628
08/08/2003	5732	5779	5716
11/08/2003	5788	5830	5728
12/08/2003	5805	5880	5790
13/08/2003	5850	5865	5785
14/08/2003	5807	5848	5775
15/08/2003	5805	5818	5775
18/08/2003	5850	5915	5838
19/08/2003	5905	5905	5840
20/08/2003	5845	5910	5841
21/08/2003	5876	5943	5871
22/08/2003	5944	5948	5839
25/08/2003	5840	5910	5833
26/08/2003	5873	5935	5837
27/08/2003	5925	5937	5910
28/08/2003	5925	5945	5886
29/08/2003	5905	5932	5871
02/09/2003	5896	5995	5892
03/09/2003	5995	6010	5936
04/09/2003	6005	6020	5974
05/09/2003	5910	5921	5850
08/09/2003	5855	5864	5805
09/09/2003	5857	5857	5690
10/09/2003	5656	5748	5656
11/09/2003	5710	5787	5701
12/09/2003	5718	5753	5672
15/09/2003	5750	5805	5750
16/09/2003	5797	5852	5770
17/09/2003	5817	5850	5759
18/09/2003	5761	5849	5761
19/09/2003	5754	5849	5754
22/09/2003	5769	5775	5675
23/09/2003	5729	5791	5719
24/09/2003	5722	5750	5655
25/09/2003	5659	5748	5659
26/09/2003	5670	5709	5661
29/09/2003	5727	5735	5647
30/09/2003	5688	5735	5580
01/10/2003	5602	5710	5601
02/10/2003	5697	5714	5652
03/10/2003	5795	5822	5737
06/10/2003	5757	5845	5749
07/10/2003	5774	5890	5771
08/10/2003	5900	5902	5824
09/10/2003	5918	5941	5852
10/10/2003	5845	5899	5837
13/10/2003	5843	5919	5843
14/10/2003	5887	5955	5868
15/10/2003	5934	5934	5865
16/10/2003	5917	5964	5895
17/10/2003	5960	5963	5864
20/10/2003	5900	5914	5855
21/10/2003	5885	5947	5865
22/10/2003	5897	5897	5805
23/10/2003	5815	5875	5815
24/10/2003	5871	5871	5700
27/10/2003	5811	5844	5775
28/10/2003	5779	5877	5778
29/10/2003	5855	5896	5832
30/10/2003	5885	5915	5854
31/10/2003	5880	5918	5876
03/11/2003	5877	5993	5852
04/11/2003	5882	5890	5835
05/11/2003	5866	5867	5776
06/11/2003	5792	5870	5775
07/11/2003	5875	5880	5821
10/11/2003	5835	5847	5783
11/11/2003	5813	5847	5794
12/11/2003	5828	5835	5782
13/11/2003	5635	5640	5540
14/11/2003	5552	5595	5450
17/11/2003	5500	5501	5436
18/11/2003	5501	5530	5453
19/11/2003	5460	5534	5455
20/11/2003	5515	5559	5496
